 ID,Name,Laulun kuvake,Video url,audio instrumental,Aiheet,audio,Tulosteet,Nuotit,järjestysnumero,Created,Updated
39,HEDELMÄKORI,"{'url':'5c1c5c400cd8e4519b373f0c9804c2354d87802143c3c6867c0ba9d9b3923490.png','size':58111,'width':676,'height':676,'filename':'MUOK_Hedelmäkori.png','metadata':{'width':676,'height':676,'blurHash':'eqSY5N%2y?kps:Xlt7sCRiofp{bbiIjFV@-VRjS#t8WB$+RjNFs;bv','blurHashWidth':32}}",https://player.vimeo.com/video/916482087,"{'url':'15e54fc40ea46ed059d18846ec9b2f1a8e12e7ce7bd14a03393d09f7b6a186c6.mp3','size':7085370,'filename':'HedelmÃ¤kori_KARAOKE.mp3'}",RUOKA & RUOKAILU,"{'url':'15e642d34d90a4bdfe76ab26472a982bffcec739f56938490b19af74f18a4d1a.mp3','size':7068651,'filename':'12. Hedelmäkori.mp3'}",,"{'url':'67618a3d9e1b96f87ccba2859260735dcbc4535c55b55fbe7883cdc3072fa2da.pdf','size':126085,'filename':'Hedelmäkori.pdf'}",39,2024-02-03T10:15:45.894Z,2024-10-22T12:02:57.476Z
38,RENTOUTUSLAULU,"{'url':'ae67c66b14e4e0bed874dbc6bc8df5ac75ac90d6926bf045a51f244e18aac341.png','size':51253,'width':676,'height':676,'filename':'MUOK_Rentoutuslaulu.png','metadata':{'width':676,'height':676,'blurHash':'eLT99R.8kr-qo#-;o#jsadkCyZV[Z~oxWA.7RNa~o#WBR3kCkrahjF','blurHashWidth':32}}",https://player.vimeo.com/video/941687533,"{'url':'cc19418b64a97765347674f9e72e5286a61b4725272a2080d92a27a0cc4d42b9.mp3','size':9273386,'filename':'Rentoutuslaulu_k.mp3'}",KEHO & LIIKUNTA,"{'url':'36ae77dfded706dcef7f6fcbfaff50f9d226803400a28861e6c1fe52fe83a7f7.mp3','size':9273386,'filename':'Rentoutuslaulu_master.mp3'}","{'url':'10df3381001e8c8cbec7690773510336e01615b087e119ff9121dc21ea3e669e.pdf','size':604118,'filename':'Rentoutuslaulu.pdf'}","{'url':'e9d43d76a1a3191faba5882394f6513e3811aadd2049c7bff6f4eacef2f2ca5a.pdf','size':335494,'filename':'Rentoutuslaulu.pdf'}",38,2024-02-03T10:15:13.262Z,2024-10-21T13:43:15.950Z
37,RAKENNETAAN SAMPOA,"{'url':'23b388998fff57ed483f0913f8217e933c930f0c70076afeffe9b944eb36eced.png','size':40098,'width':676,'height':676,'filename':'MUOK_Rakennetaan Sampoa.png','metadata':{'width':676,'height':676,'blurHash':'eGSF@T?b~q%#kC^+E1R*^+of?HfkD%s:%M%g-;%29FM{-;Wqays:9F','blurHashWidth':32}}",https://player.vimeo.com/video/940638527,"{'url':'98853bf2555c0256d300ea3bbe7f7fe45c361c8a4e4725b75cba2808fc713f81.mp3','size':7364358,'filename':'Rakennetaan Sampoa_KARAOKE.mp3'}",YHTEISKUNTA & YMPÄRISTÖ,"{'url':'aa7f27556f5037ddfe2959dd7bb52fdbd50ed822e7bdc767730b22470dbaa659.m4a','size':6198856,'filename':'Rakennetaan Sampoa.m4a'}","{'url':'67d7987cb79ff82de08df76d2af658aea54294300d56e336f5009a583f92fc90.pdf','size':511950,'filename':'Rakennetaan Sampoa.pdf'}","{'url':'c5a978dd57062ec5876b49f4498ea9a52938025ff51a7a584e10eb3849a39747.pdf','size':145430,'filename':'Rakennetaan Sampoa.pdf'}",37,2024-02-03T10:14:06.576Z,2024-09-30T17:44:08.121Z
36,MITÄ TÄMÄ ON?,"{'url':'f2b4883dda4c8112a72ad491bcdceb29abe6cd154adf7ae9c4b3f13067aa8ccc.png','size':69568,'width':512,'height':512,'filename':'MUOK_Mitä tämä on?.png','metadata':{'width':512,'height':512,'blurHash':'e#QvRfkX-;%2tQ%MfQWBjta|_Mr?IVW=V@WBkCofWpj[MyoznjRjbu','blurHashWidth':32}}",https://player.vimeo.com/video/916427391,"{'url':'442cb6b60f0670b52e353873f6c825dbcd5e2ec9f98028446306ce8a35bc549c.mp3','size':7355998,'filename':'MitÃ¤ tÃ¤mÃ¤ on__KARAOKE.mp3'}",VÄRIT & MATERIAALIT,"{'url':'4036f5189ec388df4db2ab41ade1b23a123a40e74e0fbd5b5314a6734de95cf1.m4a','size':6081835,'filename':'Mitä tämä on_.m4a'}",,"{'url':'8bb37928a5bcde98c062bbbb2c6fbeddef2861049f5e21ff54aeabf891966ff6.pdf','size':117121,'filename':'Mitä tämä on_.pdf'}",36,2024-02-03T10:13:39.464Z,2024-09-30T17:44:16.223Z
35,VERTAILULAULU,"{'url':'25dc3daf3adc7a997f43c895440cf370894c4f9ce052e6627ecc13ad5f429bf5.png','size':128186,'width':676,'height':676,'filename':'MUOK_Vertailulaulu.png','metadata':{'width':676,'height':676,'blurHash':'eVRp2p-;_Nt7Vs?bWBSOofRP.8WBIUofbHSOofslj[x]%gWBRPozbb','blurHashWidth':32}}",https://player.vimeo.com/video/916484444,"{'url':'534286f9330a35511fa24ff99ebab167e90a28d012e9541cca588e03d85256ac.mp3','size':9789566,'filename':'Vertailulaulu_KARAOKE.mp3'}",MATEMAATTINEN AJATTELU,"{'url':'85b73c19866b89f965a7949efcc909e1bb409ed8090b7f06b2e26593316aa45c.m4a','size':8085035,'filename':'Vertailulaulu.m4a'}",,"{'url':'a6262cfaa42fbcac26adc410e704fed35fc97080e37c19617d048f3a783089ba.pdf','size':423310,'filename':'Vertailulaulu.pdf'}",35,2024-02-03T10:12:31.940Z,2024-09-30T17:44:24.848Z
34,OPITAAN NUMEROITA,"{'url':'d2cce29402c9e8510da64e6dc219900f36e24d0a86b8de5b0e613fffc22cd155.png','size':36962,'width':676,'height':676,'filename':'MUOK_Opitaan numeroita.png','metadata':{'width':676,'height':676,'blurHash':'e9S$r*~qxu~qxa~qoffQofj[-;ayxaofWB~qofj[azay-oj[M{s:NG','blurHashWidth':32}}",https://player.vimeo.com/video/940372137,"{'url':'f5e1cef710e4247f07446061ef3037bac97b217a4f22eb787c1541a1a9bdc555.mp3','size':6292292,'filename':'Opitaan numeroita_KARAOKE.mp3'}",MATEMAATTINEN AJATTELU,"{'url':'631b8ee75ad49cdf3ec0e5a9e200d528032570b283e5675616b7ce0f808c0da6.m4a','size':5157487,'filename':'Opitaan numeroita.m4a'}","{'url':'f2a84f036386004a71412498e16b3b9889099191c72a5a500d9c2f4443f62b46.pdf','size':1810900,'filename':'Opitaan numeroita.pdf'}","{'url':'6d785e0e7e1cbad5c1b9d09c7be7c6703d899cac4c0e6c9e49a4bf201b71669c.pdf','size':212738,'filename':'Opitaan numeroita.pdf'}",34,2024-02-03T10:12:04.017Z,2024-10-30T11:14:33.737Z
33,MISSÄ NALLE ON?,"{'url':'458b86ee958cea9a0e61bc8c8e64c841931fd5420834f54732e0deb351a801a9.png','size':135089,'width':676,'height':676,'filename':'MUOK_Missä nalle on?.png','metadata':{'width':676,'height':676,'blurHash':'e;O:X}-p-=oftRt7fkkCj[js?wR-M{oLV?t7f6f6fQj[x]V@Rjoffk','blurHashWidth':32}}",https://player.vimeo.com/video/916423692,"{'url':'35ebf23fac1587d8cec2390e104d30d0fc85952546df322cb40f2723bb609ad2.mp3','size':7565996,'filename':'Missä nalle on__KARAOKE.mp3'}",MATEMAATTINEN AJATTELU,"{'url':'1ed859af65623fd0a90041ad86d2e66db4ae3a907d4ef7188f3ef81b3a6794f0.mp3','size':7565996,'filename':'Missä nalle on_.mp3'}","{'url':'9fa5220fd666cc19e9251afee2d518c495012ce627bc52cdc6e5f8e13440d836.pdf','size':623999,'filename':'Missä nalle on.pdf'}","{'url':'df6e4c539def439bb1baf13b931bd592db3721737e64055e5689aa906bb18087.pdf','size':139333,'filename':'Missa nalle on.pdf'}",33,2024-02-03T10:11:33.638Z,2024-10-17T10:14:18.806Z
32,HARJOITELLAAN MUOTOJA,"{'url':'7ffad3bbb7301dc0adbc7e89065914e33310e14e3c7e2f4279917a34c48fc826.png','size':31649,'width':676,'height':676,'filename':'MUOK_Harjoitellaan muotoja.png','metadata':{'width':676,'height':676,'blurHash':'egRMG1%2-=tm.8PCotxCV|wb?vX9M{ngMx}RVzJCtJK5yEWTRioMRP','blurHashWidth':32}}",https://player.vimeo.com/video/911966120,"{'url':'ecab3fecd7ef9a798a56f67e8e76e4bb6f59ecd246788c495f5f1223ec94f0e5.mp3','size':6174344,'filename':'Harjoitellaan muotoja_KARAOKE.mp3'}",MATEMAATTINEN AJATTELU,"{'url':'eac2bbc49b31d45d6de86491ea3b3075a375988aff382195762f44c4ff3eeba8.mp3','size':6174344,'filename':'Harjoitellaan muotoja.mp3'}",,"{'url':'11ffc73ec59581afe40b984b6df637fdd4ebb65164f4232a3d9482e20211e73c.pdf','size':163543,'filename':'Harjoitellaan muotoja.pdf'}",31,2024-02-03T10:10:57.296Z,2024-10-17T11:38:02.476Z
31,KULKUNEUVOJA,"{'url':'db0ade1621d8448d6e3094142bb0144e41691e3e440f89e6b4469440c8af815a.png','size':58985,'width':676,'height':676,'filename':'MUOK_Kulkuneuvoja.png','metadata':{'width':676,'height':676,'blurHash':'ePS6GN%MyD-;%g?bj[ofofRj_NbIR5jZM{W;bHV@jZxun4oLXSWVWU','blurHashWidth':32}}",https://player.vimeo.com/video/941129632,"{'url':'88c1a62b0231b0a9043f2b66e5b6f5e4446c3af1c40afa5e0c8df0994b528858.mp3','size':3749011,'filename':'Kulkuneuvoja_KARAOKE.mp3'}",YHTEISKUNTA & YMPÄRISTÖ,"{'url':'b6e5d1ca338a26677be288523c82a8c8d25618285be94377fdde9bba2baa78f4.mp3','size':3747966,'filename':'6. Kulkuneuvoja.mp3'}","{'url':'930abc6189f2a48ef6204d1721e59ddf3b03dcab33e791d02d60fd9528292ae4.pdf','size':873455,'filename':'Kulkuneuvoja.pdf'}","{'url':'4746f72134b43ca091514ccdfa5cf861d2127170bf5f728614795ec56fc0ff85.pdf','size':185613,'filename':'Kulkuneuvoja.pdf'}",31,2024-02-03T10:09:19.811Z,2024-10-17T11:11:09.439Z
30,PERHE ON HIENO JUTTU,"{'url':'753662a999d30857d35c879cac280c56a02cb1eb2238e827099658b5875c32bc.png','size':100473,'width':676,'height':676,'filename':'MUOK_Perhe on hieno juttu.png','metadata':{'width':676,'height':676,'blurHash':'ekRoZ}s:*0xux^tRofs:WBa}*0t7VrWpRPxFaebIbHj]ozbHV?jYjZ','blurHashWidth':32}}",https://player.vimeo.com/video/940648933,"{'url':'e47290006732418d24183f435b346f3810bb70eebd3a02cc49376418bae7b766.mp3','size':6359166,'filename':'Perhe on hieno juttu_KARAOKE.mp3'}",KOTI & PERHE,"{'url':'936daf74e4858c54ab0713512813548e2b3221f67ca5d4194f45ef9968de1dd0.mp3','size':6349762,'filename':'10. Perhe on hieno juttu.mp3'}","{'url':'f9f894747b0b6cfb55b97462ed29a51b103b14cabf8d1e056c4f3a951d05622c.pdf','size':2140149,'filename':'Perhe on hieno juttu.pdf'}","{'url':'58a5fbce96523914a3f208d0516c727757fb98368ba6f685b9528b31a4a3c2cc.pdf','size':95252,'filename':'Perhe on hieno juttu.pdf'}",30,2024-02-03T10:08:51.421Z,2024-10-30T11:05:02.027Z
29,NALLEN TALO,"{'url':'e836a0d0a81ff0b57a31b11c94822b12869fdb2901d1b5aae4d6556dbc502707.png','size':89464,'width':676,'height':676,'filename':'MUOK_Nallen talo.png','metadata':{'width':676,'height':676,'blurHash':'erRe]UxuyExutT$kjuX8WVW.*0fkVsWVV?TcbHsBo2n,t,juaKbHV@','blurHashWidth':32}}",https://player.vimeo.com/video/940650579,"{'url':'4aa0dbabf8f5a0b12cf925355d8ae104f800248bc5cea22d5beeb48bf7cc97a4.mp3','size':7010588,'filename':'Kielinuppu_Nallen talo v2 2024-10-18 instr-St.mp3'}",KOTI & PERHE,"{'url':'d619ffa8ae4b0f37e812015649ff22b1c7af448570fe145055114801977dff5c.mp3','size':6977180,'filename':'Nallen talo.mp3'}","{'url':'3ef75b5faa79fdec6c3e7122e3d6d4078b484038ea7639beb87edd4777c2bff0.pdf','size':1389526,'filename':'Nallen talo.pdf'}","{'url':'b675d6462e33e1464c1aafb308355b8e1b2e5dcfbf3b12941b2313b9dfae2d2b.pdf','size':222595,'filename':'Nallen talo.pdf'}",29,2024-02-03T10:08:30.643Z,2024-10-25T12:49:53.221Z
28,IHMINEN ON KEKSINYT KONEITA,"{'url':'c5e67988ec77c209a2652512cb7f6d15d07adcf25cbccd3a677f78665fa95121.png','size':65543,'width':676,'height':676,'filename':'MUOK_Ihminen on keksinyt koneita.png','metadata':{'width':676,'height':676,'blurHash':'ebRVe6=|.mkqt7,rMxb^x]ay%~S#a0rrRPyrx]VYaJaepIn%VsbvkW','blurHashWidth':32}}",https://player.vimeo.com/video/940649218,"{'url':'8cc07417b1097a021bf73088e19d03a4c7099ae053a2870b5cf6b48cc81a19a5.mp3','size':7179716,'filename':'Kielinuppu_Ihminen on keksinyt koneita 2024-10-18 instr-St.mp3'}",KOTI & PERHE,"{'url':'c536c7b48ea74d656aeec95e6e4810480a7c38ef7a31fc644e3c7cd14110355e.mp3','size':7047128,'filename':'Ihminen on keksinyt koneita.mp3'}","{'url':'df24568c0eb60efc0efa6f169336c7bbb0b2f5e3a65b309bc0484d124473a38b.pdf','size':989822,'filename':'Ihminen on keksinyt koneita.pdf'}","{'url':'58ca3448212f6195455a2988a2a91363d0c6b5075de81e96f8f95e232350ea4e.pdf','size':230715,'filename':'Ihminen on keksinyt koneita.pdf'}",28,2024-02-03T10:08:03.534Z,2024-10-18T06:05:07.832Z
27,TAIVAALLA ON KUU,"{'url':'34e50c23c255d4b4d66475214324c90325bd2ed805ddb762c322d9b1735b8cd9.png','size':50686,'width':676,'height':676,'filename':'MUOK_Taivaalla on kuu.png','metadata':{'width':676,'height':676,'blurHash':'eaRp8y?c?JITt8x[e-aekWkD^-InIT%NWA-=W=Wno2adNFs;ogbFax','blurHashWidth':32}}",https://player.vimeo.com/video/940015683,"{'url':'619e2cacc57ec81d4637e67de916b2f320baa0772f35d08d738ae838ac57f979.mp3','size':2489909,'filename':'Taivaalla on kuu_k.mp3'}",KIELELLINEN HARJOITTELU,"{'url':'fab0eeb16a1d4ea861b0cb8b8abbc78eaca2906e108880efec655cccf5e046a7.mp3','size':2489909,'filename':'Taivaalla on kuu_master.mp3'}","{'url':'45bf34e040cb5ed2ab76b6ee21cba16fecd89b1563dd17bed7c058cd50901c6a.pdf','size':511992,'filename':'Taivaalla on kuu.pdf'}","{'url':'c822dd533b32e68bdbb2f50c98adc240deb1573931fa9c6f35c2550e0c9d8493.pdf','size':30702,'filename':'Nuotit_Taivaalla on kuu.pdf'}",27,2024-02-03T10:06:43.860Z,2024-10-17T10:47:16.877Z
26,RIIMEJÄ,"{'url':'21376aa820201eba765bcc1ef9b0541fccf32ce848cc80d70431e45a50c8f59b.png','size':62409,'width':676,'height':676,'filename':'MUOK_Riimejä.png','metadata':{'width':676,'height':676,'blurHash':'eMS~S7+wt,*Ju4%Mo}o}kWjuy?X-VYq^VY?bR5VYnjX7t7kWgMkWae','blurHashWidth':32}}",https://player.vimeo.com/video/937735130,"{'url':'a8e8829e04104ad5a49de86a8e8c8873575c64e9d3daad606cf0ee18135fe698.mp3','size':6966251,'filename':'Riimejä_k.mp3'}",KIELELLINEN HARJOITTELU,"{'url':'10c91be4fa60287c40c8fdbb7c25d6e8f783bd7852d781bee6e57fbe41695695.mp3','size':6966251,'filename':'Riimejä_master.mp3'}","{'url':'c198b97df37503309b31bdf20b3b9525aab30b7200c82b8d84a528c58c49d14a.pdf','size':1086853,'filename':'Riimejä.pdf'}","{'url':'48039bc4a32102dd377789d9be7ba4cf351236ef4fa56612da68ccc674f86cf3.pdf','size':388722,'filename':'Riimejä.pdf'}",26,2024-02-03T10:06:13.818Z,2024-10-24T11:42:36.871Z
25,KEHONOSIA,"{'url':'add3fc4f0864e5484986aa612b5e499182f1c412378046ca912598e13047807d.png','size':141855,'width':676,'height':676,'filename':'MUOK_Kehonosia.png','metadata':{'width':676,'height':676,'blurHash':'erRo$[t7?w%MMx%gfRadofV@x]ofRPRkkC%2ofV@WBkWtRayRjoLoy','blurHashWidth':32}}",https://player.vimeo.com/video/1016737352,"{'url':'049f8aa2a38bb319f407e2027a83c1879da3ac48ace559d4e7eec33c000adbae.mp3','size':7918153,'filename':'Kehonosia_K.mp3'}",KEHO & LIIKUNTA,"{'url':'0206ce156fe621df432f65cbd712535b82a00fef5c9414c3bc53147d06e654b9.mp3','size':7918153,'filename':'Kehonosia_master.mp3'}",,"{'url':'fbb5f2ab622f6be72f61e345dfdcc9e7fef6ad84b9ce3e5ac4e76805dc98b0ec.pdf','size':223076,'filename':'Nuotit_Kehonosia.pdf'}",25,2024-02-02T13:44:16.341Z,2024-10-21T08:37:15.842Z
24,VIISI AISTIA,"{'url':'b40c34860a80528fd0d1e1c948e815c3c78fd0d1d1218e7cdcabacf03db4c63f.png','size':161047,'width':676,'height':676,'filename':'MUOK_Viisi aistia.png','metadata':{'width':676,'height':676,'blurHash':'esQI_C%M_Ns:bF-;RPV@ozV@x]ozV@WBV@-;ozNFjuj]X9WBjEt7kD','blurHashWidth':32}}",https://player.vimeo.com/video/940957951,"{'url':'1cb2794750e7d03ba800af5fda66a592b0a160b41d6ee1d51f1dd4a418ffe273.mp3','size':6149141,'filename':'Viisi aistia_KARAOKE.mp3'}",KEHO & LIIKUNTA,"{'url':'a99328db0f099b116e966557bfcf5e7485ef082d945a7226fe9617a2c89a6150.mp3','size':6097941,'filename':'19. Viisi aistia.mp3'}",,"{'url':'4513519b2a9ff23805246bd038bd5d8b28dfc8266a1fbc066346b50fb1980421.pdf','size':179855,'filename':'Viisi aistia.pdf'}",24,2024-02-02T13:44:00.950Z,2024-10-04T12:56:36.439Z
23,MISSÄ ON SUN SILMÄT?,"{'url':'0d24164d353d930f27256c47f00f9f045038016f4f6ad2832f527f93642c0e5f.png','size':84559,'width':512,'height':512,'filename':'MUOK_Missä on sun silmät?.png','metadata':{'width':512,'height':512,'blurHash':'etR37uxu_NxuM{%gayV@kCRjx]bHM{oJofx]j[V@axozofj@WBWBof','blurHashWidth':32}}",https://player.vimeo.com/video/936729542,"{'url':'de22e4eada42df0d619df0618c1a5bab36f0d239a07f652b9013b9d40f3084d0.mp3','size':7193288,'filename':'Missä on sun silmät_KARAOKE.mp3'}",KEHO & LIIKUNTA,"{'url':'9b8bee25ca848dd4b71072e164855ab3e8ac42e86909c34138c8c9ee56079ea0.mp3','size':7193288,'filename':'Missä on sun silmät.mp3'}","{'url':'1e6b7936a8f3520f58b84414e9338ed61d6b21d33aa2e0f6493947017861ea50.pdf','size':2715955,'filename':'Missä on sun silmät.pdf'}","{'url':'9f5873c824f4fca7646595151f6f0ead0c5cb01c026e997b4d2b36bfb5de2cde.pdf','size':123006,'filename':'Missa on sun silmat.pdf'}",23,2024-02-02T13:43:30.953Z,2024-10-30T11:33:33.766Z
22,TAIDAN OLLA KIPEÄ,"{'url':'0c067c6da4b311ca154b957810c24fc541546ff461f144bd61837b5416665f3c.png','size':46196,'width':676,'height':676,'filename':'MUOK_Taidan olla kipeä.png','metadata':{'width':676,'height':676,'blurHash':'ewSYdOxa*0x]R4xtj[j[f6j[tmj[ROaeozxuf6bHj]jZo~j[VsaxkC','blurHashWidth':32}}",https://player.vimeo.com/video/916431832,"{'url':'8c6f5138e387e68f6d91ee9af9381cb61158c20e81640a45dc29f1f0d757f194.mp3','size':3291345,'filename':'Taidan olla kipeÃ¤_KARAOKE.mp3'}",KEHO & LIIKUNTA,"{'url':'ab26304c7e1c64860081a78a8c2d453dfb3ad0ce3e3cc8a58438ae1aee434eb9.mp3','size':3281941,'filename':'13. Taidan olla kipeä.mp3'}",,"{'url':'f85456c9ba045bdc788b9cffcfcbaf54bf2b59be34369de6d9fca7258d8fcfdb.pdf','size':175725,'filename':'Taidan olla kipeä.pdf'}",22,2024-02-02T13:42:58.832Z,2024-11-01T08:59:40.925Z
21,LIIKUTAAN,"{'url':'1738c6bd6b8380f5037505bf3cd59aa8f4129df907f6774a59b5fb58c83b1c6b.png','size':138024,'width':676,'height':676,'filename':'MUOK_Liikutaan.png','metadata':{'width':676,'height':676,'blurHash':'ePSF*4-p_N-;IB%2oftSWBM_%#bHMdjFoz%hayn3ozo~-pjFIoW=xa','blurHashWidth':32}}",https://player.vimeo.com/video/940838884,"{'url':'4ebe35c1745ffd658d50a175b4fd1dffc0ec1b21e0c8b6a3662038c0053d0475.mp3','size':9418627,'filename':'Liikutaan_KARAOKE.mp3'}",KEHO & LIIKUNTA,"{'url':'c1f6b8ead72702b7beecb81393cb3a6fbfe41105d8e2d3d402b445b5c280d414.m4a','size':7950197,'filename':'Liikutaan.m4a'}","{'url':'e3b76ee5051d55d376a5ab479c6a98495d123ada7d81c8655b89104cb24a9655.pdf','size':1385777,'filename':'Liikutaan.pdf'}","{'url':'9f96d951627cf73d46461d2d874b460b43ceb3601659675fdd3cb7a9631eaf29.pdf','size':153235,'filename':'Liikutaan.pdf'}",21,2024-02-02T13:42:30.419Z,2024-10-30T11:14:14.361Z
